기간,지역,원자력,유연탄,무연탄,유류,LNG,양수,연료전지,석탄가스화,태양광,풍력,수력,해양,바이오,폐기물,기타,합계
2025-04-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,87.22999999999999,0.0,47.80411500000001,0.0,0.0,0.0,5.8,0.0,27.950000000000003,971.130115
2025-04-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,275.20129999999995,0.762,0.02,0.0,4.574,0.0,33.9,6769.7733
2025-04-01,대구,0.0,72.9,0.0,0.0,640.7,0.0,4.11,0.0,390.4740859999999,0.0,3.56,0.0,3.0,0.0,9.9,1124.6440859999998
2025-04-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,265.1050000000001,0.0,181.41563499999995,49.0,12.599,0.0,76.33,0.0,30.78,14308.206635
2025-04-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,361.4140009999994,0.0,1.83,0.0,2.12,0.0,3.96,505.6050009999994
2025-04-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,64.33711,0.0,0.0,0.0,0.099,0.0,88.0,207.90111
2025-04-01,울산,2800.0,0.0,0.0,0.0,3619.3,0.0,45.658,0.0,145.71464000000032,0.0,0.3,0.0,0.0,0.0,18.2,6629.17264
2025-04-01,경기,0.0,253.355,0.0,39.35,17587.717,400.0,296.09000000000003,0.0,2004.3660760000128,5.271,275.954,254.0,62.523,0.0,51.45499999999999,21230.081076000013
2025-04-01,강원,0.0,7414.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1932.075363000045,570.1980000000002,525.0949999999999,0.0,368.465,0.0,18.97,13606.499363000046
2025-04-01,충북,0.0,0.0,0.0,0.0,270.0,0.0,59.400000000000006,0.0,1577.365089000038,0.0,518.644,0.0,2.66,0.0,50.797,2478.8660890000383
2025-04-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3813.3281829999846,2.0,32.251,0.0,383.52,0.0,9.39,27593.65718299999
2025-04-01,전북,0.0,445.369,0.0,7.490000000000001,718.4000000000001,600.0,15.42,0.0,4635.98235200034,79.5,78.91699999999999,0.0,477.812,0.0,14.535,7073.42535200034
2025-04-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,6158.947940000042,454.875,36.481,0.08,2.229,0.0,22.87,16026.611840000043
2025-04-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,66.988,0.0,3947.977923000012,578.0097,179.95499999999998,0.0,1.5,0.0,38.935,19549.565623000013
2025-04-01,경남,0.0,8200.0,0.0,27.19,1130.972,1300.0,31.515,0.0,2026.9637100000384,101.786,145.469,0.0,14.86,0.0,6.783,12985.53871000004
2025-04-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,627.2383950000003,421.97,0.8164,0.5,434.45,0.0,19.2,2003.5947950000004
2025-04-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,89.20762500000001,0.0,2.31,0.0,5.0,0.0,3.25,1232.659625
2025-03-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,87.22999999999999,0.0,47.747925000000016,0.0,0.0,0.0,5.8,0.0,27.950000000000003,971.073925
2025-03-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,270.01552000000004,0.762,0.02,0.0,4.574,0.0,33.9,6764.58752
2025-03-01,대구,0.0,72.9,0.0,0.0,640.7,0.0,4.11,0.0,386.7410259999999,0.0,3.56,0.0,3.0,0.0,9.9,1120.9110259999998
2025-03-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,255.42500000000004,0.0,178.51177999999993,49.0,12.599,0.0,76.33,0.0,30.78,14295.622779999998
2025-03-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,352.3198609999998,0.0,1.83,0.0,2.12,0.0,3.96,496.51086099999975
2025-03-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,63.73412999999999,0.0,0.0,0.0,0.099,0.0,88.0,207.29813
2025-03-01,울산,2800.0,0.0,0.0,0.0,3619.3,0.0,45.658,0.0,140.16772000000023,0.0,0.3,0.0,0.0,0.0,18.2,6623.62572
2025-03-01,경기,0.0,253.355,0.0,39.35,17587.717,400.0,296.09000000000003,0.0,1968.2043210000104,5.271,275.954,254.0,62.523,0.0,51.45499999999999,21193.91932100001
2025-03-01,강원,0.0,7414.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1918.848963000045,570.1980000000002,523.795,0.0,368.465,0.0,18.97,13591.972963000047
2025-03-01,충북,0.0,0.0,0.0,0.0,270.0,0.0,59.400000000000006,0.0,1554.380879000039,0.0,518.644,0.0,2.66,0.0,50.537,2455.62187900004
2025-03-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3724.732152999984,2.0,32.251,0.0,383.52,0.0,9.39,27505.061152999988
2025-03-01,전북,0.0,445.369,0.0,7.490000000000001,718.4000000000001,600.0,15.42,0.0,4602.043212000333,79.5,78.91699999999999,0.0,477.812,0.0,14.535,7039.486212000335
2025-03-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,6105.18511500002,454.875,36.526,0.08,2.229,0.0,22.87,15972.894015000022
2025-03-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,66.988,0.0,3904.831388000003,578.0097,179.95499999999998,0.0,1.5,0.0,38.935,19506.419088
2025-03-01,경남,0.0,8200.0,0.0,27.19,1130.972,1300.0,29.115,0.0,1977.2911690000385,101.786,145.469,0.0,14.86,0.0,6.783,12933.46616900004
2025-03-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,618.8251600000003,421.97,0.8164,0.5,434.45,0.0,19.2,1995.1815600000004
2025-03-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,87.54328000000001,0.0,2.31,0.0,5.0,0.0,3.25,1230.99528
2025-02-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,87.22999999999999,0.0,47.68559500000002,0.0,0.0,0.0,5.8,0.0,27.950000000000003,971.011595
2025-02-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,260.38240999999994,0.762,0.02,0.0,4.574,0.0,33.9,6754.95441
2025-02-01,대구,0.0,72.9,0.0,0.0,640.7,0.0,4.11,0.0,371.09447100000006,0.0,3.56,0.0,4.5,0.0,9.9,1106.7644710000002
2025-02-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,255.42500000000004,0.0,156.57487499999996,49.0,12.599,0.0,76.33,0.0,30.78,14273.685875
2025-02-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,343.9595659999998,0.0,1.83,0.0,2.12,0.0,3.96,488.1505659999998
2025-02-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,63.25719999999998,0.0,0.0,0.0,0.099,0.0,88.0,206.8212
2025-02-01,울산,2800.0,0.0,0.0,0.0,3619.3,0.0,45.658,0.0,136.2966000000002,0.0,0.3,0.0,0.0,0.0,18.2,6619.7546
2025-02-01,경기,0.0,253.355,0.0,39.35,17587.717,400.0,296.09000000000003,0.0,1906.265241000009,5.271,275.954,254.0,62.523,0.0,51.45499999999999,21131.98024100001
2025-02-01,강원,0.0,7414.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1907.641043000044,570.1980000000002,525.0949999999999,0.0,368.465,0.0,18.97,13582.065043000046
2025-02-01,충북,0.0,0.0,0.0,0.0,270.0,0.0,59.400000000000006,0.0,1531.5594790000353,0.0,518.644,0.0,2.66,0.0,51.297,2433.5604790000352
2025-02-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3685.5973429999694,2.0,32.251,0.0,383.56,0.0,9.39,27465.96634299997
2025-02-01,전북,0.0,445.369,0.0,7.490000000000001,718.4000000000001,600.0,15.42,0.0,4536.509022000328,79.5,78.91699999999999,0.0,477.812,0.0,14.535,6973.952022000329
2025-02-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,6082.749140000031,454.875,36.676,0.08,2.229,0.0,22.87,15950.60804000003
2025-02-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,66.988,0.0,3812.41467799997,578.0097,179.95499999999998,0.0,1.5,0.0,38.935,19414.00237799997
2025-02-01,경남,0.0,8200.0,0.0,27.19,1130.972,1300.0,9.315,0.0,1947.702505000032,101.786,145.469,0.0,14.86,0.0,6.783,12884.077505000032
2025-02-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,616.1984250000003,421.97,0.8164,0.5,434.45,0.0,19.2,1992.5548250000004
2025-02-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,83.47096000000002,0.0,2.31,0.0,5.0,0.0,3.25,1226.92296
2025-01-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,86.89999999999999,0.0,47.68559500000002,0.0,0.0,0.0,5.8,0.0,27.950000000000003,970.681595
2025-01-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,260.38240999999994,0.762,0.02,0.0,4.574,0.0,33.9,6754.95441
2025-01-01,대구,0.0,72.9,0.0,0.0,640.7,0.0,4.11,0.0,370.695051,0.0,3.56,0.0,4.5,0.0,9.9,1106.365051
2025-01-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,245.74500000000003,0.0,156.33568499999996,49.0,12.599,0.0,76.33,0.0,30.78,14263.766685
2025-01-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,343.4918309999998,0.0,1.83,0.0,2.12,0.0,3.96,487.6828309999999
2025-01-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,63.25719999999998,0.0,0.0,0.0,0.099,0.0,88.0,206.8212
2025-01-01,울산,2800.0,0.0,0.0,0.0,3619.3,0.0,37.298,0.0,136.2966000000002,0.0,0.3,0.0,0.0,0.0,18.2,6611.3946000000005
2025-01-01,경기,0.0,253.355,0.0,39.35,17587.717,400.0,256.49,0.0,1899.7230410000088,5.271,275.954,254.0,62.523,0.0,51.45499999999999,21085.838041000006
2025-01-01,강원,0.0,7414.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1906.041823000044,570.1980000000002,525.0949999999999,0.0,368.465,0.0,18.97,13580.465823000046
2025-01-01,충북,0.0,0.0,0.0,0.0,270.0,0.0,59.400000000000006,0.0,1528.4447990000351,0.0,506.644,0.0,2.66,0.0,51.297,2430.4457990000355
2025-01-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3681.625557999971,2.0,32.251,0.0,383.56,0.0,9.39,27462.48991799997
2025-01-01,전북,0.0,445.369,0.0,7.490000000000001,718.4000000000001,600.0,15.42,0.0,4534.225022000328,79.5,78.91699999999999,0.0,477.812,0.0,14.535,6971.966822000328
2025-01-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,6077.870370000032,454.875,36.676,0.08,2.229,0.0,22.87,15947.72042000003
2025-01-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,66.988,0.0,3805.071427999973,578.0097,179.95499999999998,0.0,1.5,0.0,38.935,19406.65912799997
2025-01-01,경남,0.0,8200.0,0.0,27.19,1130.972,1300.0,9.315,0.0,1944.4256050000315,101.786,145.469,0.0,14.025,0.0,6.783,12879.965605000032
2025-01-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,613.8838500000003,421.97,0.8164,0.5,434.45,0.0,19.2,1990.2402500000003
2025-01-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,83.47096000000002,0.0,2.31,0.0,5.0,0.0,3.25,1226.92296
2024-12-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,86.89999999999999,0.0,47.660195000000016,0.0,0.0,0.0,5.8,0.0,27.950000000000003,970.656195
2024-12-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,254.310375,0.762,0.02,0.0,4.574,0.0,33.9,6748.882375
2024-12-01,대구,0.0,72.9,0.0,0.0,640.7,0.0,4.11,0.0,362.2282260000005,0.0,3.56,0.0,4.5,0.0,9.9,1097.8982260000005
2024-12-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,245.74500000000003,0.0,148.13108499999993,49.0,12.599,0.0,76.33,0.0,30.78,14255.562085
2024-12-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,340.616036,0.0,1.83,0.0,2.12,0.0,3.96,484.807036
2024-12-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,62.08183,0.0,0.0,0.0,0.099,0.0,88.0,205.64583
2024-12-01,울산,2800.0,0.0,0.0,0.0,3619.3,0.0,37.298,0.0,134.1535150000002,0.0,0.3,0.0,0.0,0.0,18.2,6609.251515000001
2024-12-01,경기,0.0,253.355,0.0,39.35,18987.717,400.0,256.49,0.0,1849.805241000009,5.271,275.954,254.0,62.523,0.0,51.45499999999999,22435.920241000003
2024-12-01,강원,0.0,6364.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1890.700508000045,570.1980000000002,525.0949999999999,0.0,368.465,0.0,18.97,12515.124508000044
2024-12-01,충북,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1512.489724000034,0.0,507.004,0.0,2.66,0.0,51.297,2125.0507240000343
2024-12-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3658.706572999962,2.0,32.251,0.0,383.56,0.0,9.39,27439.570932999966
2024-12-01,전북,0.0,445.369,0.0,7.340000000000001,718.4000000000001,600.0,15.42,0.0,4511.897537000326,79.5,78.91699999999999,0.0,477.812,0.0,14.535,6949.489337000327
2024-12-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,6019.388215000018,454.875,36.776,0.08,2.229,0.0,22.87,15889.338265000017
2024-12-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,66.988,0.0,3749.258557999957,578.0097,179.95499999999998,0.0,1.5,0.0,38.935,19350.84625799996
2024-12-01,경남,0.0,8200.0,0.0,27.19,1130.972,1300.0,9.315,0.0,1905.5191300000304,86.18599999999999,145.469,0.0,14.025,0.0,6.783,12825.45913000003
2024-12-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,564.9884700000003,421.97,0.8164,0.5,434.45,0.0,19.2,1941.3448700000004
2024-12-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,82.90724000000003,0.0,2.31,0.0,5.0,0.0,3.25,1226.3592400000002
2024-11-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,86.89999999999999,0.0,47.562725000000015,0.0,0.0,0.0,5.8,0.0,27.950000000000003,970.558725
2024-11-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,249.22707999999997,0.762,0.02,0.0,4.574,0.0,33.9,6743.79908
2024-11-01,대구,0.0,72.9,0.0,0.0,640.7,0.0,4.11,0.0,350.1228210000007,0.0,3.56,0.0,4.5,0.0,9.9,1085.792821000001
2024-11-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,245.74500000000003,0.0,145.15669999999994,49.0,12.599,0.0,76.33,0.0,30.78,14252.587699999998
2024-11-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,329.9106660000002,0.0,1.83,0.0,2.12,0.0,3.96,474.10166600000025
2024-11-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,60.72759499999998,0.0,0.0,0.0,0.099,0.0,88.0,204.291595
2024-11-01,울산,2800.0,0.0,0.0,0.0,2514.7,0.0,37.298,0.0,132.2087200000002,0.0,0.3,0.0,0.0,0.0,18.2,5502.70672
2024-11-01,경기,0.0,253.355,0.0,39.35,18987.717,400.0,256.49,0.0,1817.4579110000088,5.271,275.954,254.0,62.523,0.0,51.45499999999999,22403.572911000003
2024-11-01,강원,0.0,6364.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1879.015063000048,570.1980000000002,525.0949999999999,0.0,368.465,0.0,18.97,12503.439063000047
2024-11-01,충북,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1491.6428040000349,0.0,507.004,0.0,2.66,0.0,51.297,2104.203804000035
2024-11-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3628.196647999962,2.0,32.251,0.0,383.56,0.0,9.39,27409.061007999964
2024-11-01,전북,0.0,445.369,0.0,7.340000000000001,718.4000000000001,600.0,15.42,0.0,4495.07651700032,79.5,78.91699999999999,0.0,477.812,0.0,14.695,6932.828317000321
2024-11-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,5990.180575000014,454.875,36.776,0.08,2.229,0.0,22.87,15860.130625000013
2024-11-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,66.988,0.0,3699.877097999936,578.0097,179.95499999999998,0.0,1.5,0.0,38.935,19301.46479799994
2024-11-01,경남,0.0,8200.0,0.0,27.19,1130.972,1300.0,9.315,0.0,1873.3211750000316,86.18599999999999,145.469,0.0,14.025,0.0,6.783,12793.261175000032
2024-11-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,563.3558850000004,421.97,0.8164,0.5,434.45,0.0,19.2,1939.7122850000003
2024-11-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,81.64259000000003,0.0,2.31,0.0,5.0,0.0,3.25,1225.0945900000002
2024-10-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,86.9,0.0,46.73131500000001,0.0,0.0,0.0,5.8,0.0,27.950000000000003,969.727315
2024-10-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,239.93900499999987,0.762,0.02,0.0,4.574,0.0,33.9,6734.511005
2024-10-01,대구,0.0,72.9,0.0,0.0,640.7,0.0,4.11,0.0,340.39437100000083,0.0,3.56,0.0,4.5,0.0,9.9,1076.0643710000008
2024-10-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,245.74500000000003,0.0,141.75709499999994,49.0,12.599,0.0,76.33,0.0,30.78,14249.188094999998
2024-10-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,322.86438600000014,0.0,1.83,0.0,2.12,0.0,3.96,467.0553860000001
2024-10-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,59.15355499999998,0.0,0.0,0.0,0.099,0.0,88.0,202.717555
2024-10-01,울산,2800.0,0.0,0.0,0.0,2514.7,0.0,37.298,0.0,127.3718250000002,0.0,0.3,0.0,0.0,0.0,18.2,5497.869825
2024-10-01,경기,0.0,253.355,0.0,39.35,18987.717,400.0,256.49,0.0,1786.045411000011,5.271,275.90900000000005,254.0,62.523,0.0,51.45499999999999,22372.11541100001
2024-10-01,강원,0.0,6364.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1873.011033000047,570.1980000000002,525.0949999999999,0.0,368.465,0.0,18.97,12497.435033000049
2024-10-01,충북,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1474.0397840000358,0.0,507.004,0.0,2.66,0.0,51.297,2086.600784000036
2024-10-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3455.0949729999656,2.0,32.297,0.0,383.56,0.0,9.39,27236.00533299997
2024-10-01,전북,0.0,445.369,0.0,7.340000000000001,718.4000000000001,600.0,15.42,0.0,4483.367277000316,79.5,78.91699999999999,0.0,477.812,0.0,14.695,6921.119077000316
2024-10-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,5975.067905000008,454.875,36.795,0.08,2.229,0.0,22.87,15845.036955000009
2024-10-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,66.988,0.0,3657.7041039999294,561.3297,179.95499999999998,0.0,1.5,0.0,38.935,19242.61180399993
2024-10-01,경남,0.0,8200.0,0.0,27.19,1130.972,1300.0,4.515000000000001,0.0,1840.0725200000293,86.18599999999999,145.469,0.0,14.025,0.0,6.783,12755.212520000028
2024-10-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,562.1815250000004,421.97,0.8164,0.5,434.45,0.0,19.2,1938.5379250000003
2024-10-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,81.51636000000002,0.0,2.31,0.0,5.0,0.0,3.25,1224.96836
2024-09-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,86.9,0.0,46.726815,0.0,0.0,0.0,5.8,0.0,27.950000000000003,969.722815
2024-09-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,233.44416999999976,0.762,0.02,0.0,4.574,0.0,33.9,6728.01617
2024-09-01,대구,0.0,72.9,0.0,0.0,640.7,0.0,4.11,0.0,325.483896000001,0.0,3.56,0.0,4.5,0.0,9.9,1061.153896000001
2024-09-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,245.74500000000003,0.0,138.05248999999995,49.0,12.599,0.0,76.33,0.0,30.78,14245.48349
2024-09-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,311.7317160000002,0.0,1.83,0.0,2.12,0.0,3.96,455.92271600000015
2024-09-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,57.59018999999999,0.0,0.0,0.0,0.099,0.0,88.0,201.15419
2024-09-01,울산,2800.0,0.0,0.0,0.0,2514.7,0.0,37.298,0.0,123.3555900000002,0.0,0.3,0.0,0.0,0.0,18.2,5493.85359
2024-09-01,경기,0.0,253.355,0.0,39.35,18987.717,400.0,256.93,0.0,1732.0944760000102,5.271,275.90900000000005,254.0,62.523,0.0,51.45499999999999,22318.604476000004
2024-09-01,강원,0.0,6364.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1849.1045330000477,570.1980000000002,525.0949999999999,0.0,368.465,0.0,18.97,12473.528533000048
2024-09-01,충북,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1444.9775640000353,0.0,507.004,0.0,2.66,0.0,51.297,2057.538564000035
2024-09-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3408.619302999952,2.0,32.297,0.0,383.56,0.0,9.39,27189.529662999958
2024-09-01,전북,0.0,445.369,0.0,7.340000000000001,718.4000000000001,600.0,15.42,0.0,4449.644407000317,79.5,78.91699999999999,0.0,477.812,0.0,14.695,6887.396207000318
2024-09-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,5947.620790000002,454.875,36.795,0.08,2.229,0.0,22.87,15817.58984
2024-09-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,58.078,0.0,3568.959283999921,561.3297,179.95499999999998,0.0,1.5,0.0,38.935,19144.95698399992
2024-09-01,경남,0.0,8200.0,0.0,27.19,118.972,1300.0,4.515000000000001,0.0,1801.034260000028,86.18599999999999,145.469,0.0,14.025,0.0,6.783,11704.174260000029
2024-09-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,560.1587250000003,421.97,0.8164,0.5,434.45,0.0,19.2,1936.5151250000004
2024-09-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,78.35227000000003,0.0,2.31,0.0,5.0,0.0,3.25,1221.80427
2024-08-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,86.9,0.0,46.726815,0.0,0.0,0.0,5.8,0.0,27.950000000000003,969.722815
2024-08-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,233.34896999999972,0.012,0.02,0.0,4.574,0.0,33.9,6727.17097
2024-08-01,대구,0.0,72.9,0.0,0.0,370.7000000000001,0.0,4.11,0.0,325.483896000001,0.0,3.56,0.0,4.5,0.0,9.9,791.153896000001
2024-08-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,245.74500000000003,0.0,137.25712999999996,49.0,12.599,0.0,76.33,0.0,30.78,14244.68813
2024-08-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,311.7317160000002,0.0,1.83,0.0,2.12,0.0,3.96,455.92271600000015
2024-08-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,57.59018999999999,0.0,0.0,0.0,0.099,0.0,88.0,201.15419
2024-08-01,울산,2800.0,0.0,0.0,0.0,2514.7,0.0,37.298,0.0,123.3555900000002,0.0,0.3,0.0,0.0,0.0,18.2,5493.85359
2024-08-01,경기,0.0,253.355,0.0,39.35,18987.717,400.0,256.93,0.0,1728.1432760000102,5.271,275.90900000000005,254.0,62.523,0.0,51.45499999999999,22314.653276000005
2024-08-01,강원,0.0,6364.0,400.0,0.0,1279.2,1000.0,98.496,0.0,1844.106523000048,570.1980000000002,525.0949999999999,0.0,368.465,0.0,18.97,12468.530523000049
2024-08-01,충북,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1443.1725640000352,0.0,507.004,0.0,2.66,0.0,51.297,2055.733564000035
2024-08-01,충남,0.0,18246.058,0.0,469.61,4208.45,0.0,82.72,346.33,3397.815372999952,2.0,32.297,0.0,383.56,0.0,9.39,27178.230372999955
2024-08-01,전북,0.0,445.369,0.0,7.340000000000001,718.4000000000001,600.0,15.42,0.0,4449.049982000317,79.5,78.91699999999999,0.0,477.812,0.0,14.695,6886.502982000317
2024-08-01,전남,5900.0,981.1,0.0,22.43999999999999,2378.9,0.0,68.56,0.0,5738.448640000001,454.875,36.795,0.08,2.229,0.0,22.87,15607.41929
2024-08-01,경북,12800.0,156.1,0.0,18.5,361.6,1400.0,58.078,0.0,3558.466868999923,561.3297,179.95499999999998,0.0,1.5,0.0,38.935,19134.464568999923
2024-08-01,경남,0.0,8200.0,0.0,27.19,118.972,1300.0,4.515000000000001,0.0,1800.102490000028,86.18599999999999,145.469,0.0,14.025,0.0,3.883,11700.342490000028
2024-08-01,제주,0.0,0.0,0.0,6.890000000000001,492.53,0.0,0.0,0.0,562.1417550000003,421.97,0.8164,0.5,434.45,0.0,19.2,1938.4981550000005
2024-08-01,세종,0.0,0.0,0.0,0.0,1127.612,0.0,5.28,0.0,78.35227000000003,0.0,2.31,0.0,5.0,0.0,3.25,1221.80427
2024-07-01,서울,0.0,0.0,0.0,0.0,802.346,0.0,86.9,0.0,46.726815,0.0,0.0,0.0,5.8,0.0,27.950000000000003,969.722815
2024-07-01,부산,4550.0,19.0,0.0,0.0,1845.836,0.0,40.48,0.0,231.00148499999975,0.012,0.02,0.0,4.574,0.0,33.9,6724.823485
2024-07-01,대구,0.0,72.9,0.0,0.0,370.7000000000001,0.0,4.11,0.0,317.984736000001,0.0,3.56,0.0,4.5,0.0,9.9,783.6547360000011
2024-07-01,인천,0.0,5080.0,0.0,36.22999999999999,8576.747,0.0,227.265,0.0,137.48238999999992,49.0,12.599,0.0,76.33,0.0,30.78,14226.433389999998
2024-07-01,광주,0.0,0.0,0.0,0.0,115.246,0.0,21.035,0.0,306.26454100000024,0.0,1.83,0.0,2.12,0.0,3.96,450.4555410000002
2024-07-01,대전,0.0,0.0,0.0,0.0,48.3,0.0,7.165000000000001,0.0,57.420345,0.0,0.0,0.0,0.099,0.0,88.0,200.984345
2024-07-01,울산,2800.0,0.0,0.0,0.0,2514.7,0.0,37.298,0.0,117.26863500000016,0.0,0.3,0.0,0.0,0.0,18.2,5487.766635
2024-07-01,경기,0.0,253.355,0.0,39.35,18987.717,400.0,256.93,0.0,1693.9796760000092,5.271,275.90900000000005,254.0,62.523,0.0,51.45499999999999,22280.489676000005
