발전원,지역구분,시도구분,개수,용량,지역개수,지역용량,연도
태양광,강원특별자치도,강릉시,120,10046.06,1420.0,163529.16,2024
태양광,강원특별자치도,고성군,116,11968.6,1420.0,163529.16,2024
태양광,강원특별자치도,동해시,10,572.25,1420.0,163529.16,2024
태양광,강원특별자치도,삼척시,34,10617.11,1420.0,163529.16,2024
태양광,강원특별자치도,속초시,10,619.97,1420.0,163529.16,2024
태양광,강원특별자치도,양구군,49,4152.58,1420.0,163529.16,2024
태양광,강원특별자치도,양양군,7,578.81,1420.0,163529.16,2024
태양광,강원특별자치도,영월군,80,7305.37,1420.0,163529.16,2024
태양광,강원특별자치도,원주시,175,13391.69,1420.0,163529.16,2024
태양광,강원특별자치도,인제군,104,9267.59,1420.0,163529.16,2024
태양광,강원특별자치도,정선군,20,1535.11,1420.0,163529.16,2024
태양광,강원특별자치도,철원군,108,10102.45,1420.0,163529.16,2024
태양광,강원특별자치도,춘천시,57,4900.37,1420.0,163529.16,2024
태양광,강원특별자치도,태백시,16,4238.78,1420.0,163529.16,2024
태양광,강원특별자치도,평창군,104,30993.26,1420.0,163529.16,2024
태양광,강원특별자치도,홍천군,261,22376.28,1420.0,163529.16,2024
태양광,강원특별자치도,화천군,101,17950.84,1420.0,163529.16,2024
태양광,강원특별자치도,횡성군,48,2912.04,1420.0,163529.16,2024
태양광,경기도,가평군,25,3091.5,1689.0,154402.04,2024
태양광,경기도,고양시 덕양구,14,1396.0,1689.0,154402.04,2024
태양광,경기도,고양시 일산동구,14,2495.32,1689.0,154402.04,2024
태양광,경기도,고양시 일산서구,8,698.2,1689.0,154402.04,2024
태양광,경기도,광명시,0,0.0,0.0,0.0,2024
태양광,경기도,광주시,42,2729.1,1689.0,154402.04,2024
태양광,경기도,구리시,0,0.0,0.0,0.0,2024
태양광,경기도,군포시,0,0.0,0.0,0.0,2024
태양광,경기도,김포시,92,6199.7,1689.0,154402.04,2024
태양광,경기도,남양주시,28,2797.6,1689.0,154402.04,2024
태양광,경기도,동두천시,0,0.0,0.0,0.0,2024
태양광,경기도,부천시 원미구,0,0.0,0.0,0.0,2024
태양광,경기도,성남시 분당구,0,0.0,0.0,0.0,2024
태양광,경기도,수원시 권선구,9,414.9,1689.0,154402.04,2024
태양광,경기도,수원시 영통구,0,0.0,0.0,0.0,2024
태양광,경기도,수원시 장안구,0,0.0,0.0,0.0,2024
태양광,경기도,수원시 팔달구,0,0.0,0.0,0.0,2024
태양광,경기도,시흥시,38,3897.7,1689.0,154402.04,2024
태양광,경기도,안산시 단원구,27,2967.03,1689.0,154402.04,2024
태양광,경기도,안산시 상록구,0,0.0,0.0,0.0,2024
태양광,경기도,안성시,219,18673.72,1689.0,154402.04,2024
태양광,경기도,안양시 동안구,0,0.0,0.0,0.0,2024
태양광,경기도,양주시,56,4288.38,1689.0,154402.04,2024
태양광,경기도,양평군,58,3610.4,1689.0,154402.04,2024
태양광,경기도,여주시,106,9682.39,1689.0,154402.04,2024
태양광,경기도,연천군,176,20335.81,1689.0,154402.04,2024
태양광,경기도,오산시,0,0.0,0.0,0.0,2024
태양광,경기도,용인시 기흥구,5,461.0,1689.0,154402.04,2024
태양광,경기도,용인시 처인구,48,4020.04,1689.0,154402.04,2024
태양광,경기도,의왕시,0,0.0,0.0,0.0,2024
태양광,경기도,이천시,97,10036.58,1689.0,154402.04,2024
태양광,경기도,파주시,112,8350.25,1689.0,154402.04,2024
태양광,경기도,평택시,99,8531.93,1689.0,154402.04,2024
태양광,경기도,포천시,137,14932.67,1689.0,154402.04,2024
태양광,경기도,하남시,9,1126.0,1689.0,154402.04,2024
태양광,경기도,화성시,270,23665.82,1689.0,154402.04,2024
태양광,경상남도,거제시,30,923.17,1761.0,161148.91,2024
태양광,경상남도,거창군,162,18778.03,1761.0,161148.91,2024
태양광,경상남도,고성군,60,5116.79,1761.0,161148.91,2024
태양광,경상남도,김해시,90,11131.05,1761.0,161148.91,2024
태양광,경상남도,남해군,116,4455.55,1761.0,161148.91,2024
태양광,경상남도,밀양시,135,10317.81,1761.0,161148.91,2024
태양광,경상남도,사천시,100,9554.67,1761.0,161148.91,2024
태양광,경상남도,산청군,95,4378.17,1761.0,161148.91,2024
태양광,경상남도,양산시,22,3153.23,1761.0,161148.91,2024
태양광,경상남도,의령군,60,13011.43,1761.0,161148.91,2024
태양광,경상남도,진주시,142,10755.14,1761.0,161148.91,2024
태양광,경상남도,창녕군,54,6836.77,1761.0,161148.91,2024
태양광,경상남도,창원시 마산합포구,13,1113.24,1761.0,161148.91,2024
태양광,경상남도,창원시 마산회원구,8,360.19,1761.0,161148.91,2024
태양광,경상남도,창원시 성산구,8,1158.4,1761.0,161148.91,2024
태양광,경상남도,창원시 의창구,16,747.33,1761.0,161148.91,2024
태양광,경상남도,창원시 진해구,0,0.0,0.0,0.0,2024
태양광,경상남도,통영시,11,331.12,1761.0,161148.91,2024
태양광,경상남도,하동군,172,13599.06,1761.0,161148.91,2024
태양광,경상남도,함안군,88,8424.86,1761.0,161148.91,2024
태양광,경상남도,함양군,141,11172.6,1761.0,161148.91,2024
태양광,경상남도,합천군,238,25830.3,1761.0,161148.91,2024
태양광,경상북도,경산시,186,15119.62,4575.0,501348.06,2024
태양광,경상북도,경주시,227,22687.63,4575.0,501348.06,2024
태양광,경상북도,고령군,90,6858.84,4575.0,501348.06,2024
태양광,경상북도,구미시,237,24117.54,4575.0,501348.06,2024
태양광,경상북도,김천시,362,32070.12,4575.0,501348.06,2024
태양광,경상북도,문경시,193,17891.62,4575.0,501348.06,2024
태양광,경상북도,봉화군,237,40139.19,4575.0,501348.06,2024
태양광,경상북도,상주시,409,49658.54,4575.0,501348.06,2024
태양광,경상북도,성주군,94,4230.18,4575.0,501348.06,2024
태양광,경상북도,안동시,575,56917.37,4575.0,501348.06,2024
태양광,경상북도,영덕군,220,25615.01,4575.0,501348.06,2024
태양광,경상북도,영양군,210,31501.24,4575.0,501348.06,2024
태양광,경상북도,영주시,198,21955.5,4575.0,501348.06,2024
태양광,경상북도,영천시,222,17441.0,4575.0,501348.06,2024
태양광,경상북도,예천군,306,33539.28,4575.0,501348.06,2024
태양광,경상북도,울진군,26,3466.11,4575.0,501348.06,2024
태양광,경상북도,의성군,343,60551.86,4575.0,501348.06,2024
태양광,경상북도,청도군,81,6160.11,4575.0,501348.06,2024
태양광,경상북도,청송군,74,5282.58,4575.0,501348.06,2024
태양광,경상북도,칠곡군,186,15874.73,4575.0,501348.06,2024
태양광,경상북도,포항시 남구,31,4815.07,4575.0,501348.06,2024
태양광,경상북도,포항시 북구,68,5454.92,4575.0,501348.06,2024
태양광,광주광역시,광산구,123,20751.33,197.0,26522.77,2024
태양광,광주광역시,남구,5,238.28,197.0,26522.77,2024
태양광,광주광역시,동구,0,0.0,0.0,0.0,2024
태양광,광주광역시,북구,45,3621.16,197.0,26522.77,2024
태양광,광주광역시,서구,24,1912.0,197.0,26522.77,2024
태양광,대구광역시,군위군,148,25949.49,350.0,41203.51,2024
태양광,대구광역시,남구,0,0.0,0.0,0.0,2024
태양광,대구광역시,달서구,36,2096.51,350.0,41203.51,2024
태양광,대구광역시,달성군,82,7075.99,350.0,41203.51,2024
태양광,대구광역시,동구,21,1527.84,350.0,41203.51,2024
태양광,대구광역시,북구,34,3331.84,350.0,41203.51,2024
태양광,대구광역시,서구,24,1036.7,350.0,41203.51,2024
태양광,대구광역시,수성구,5,185.14,350.0,41203.51,2024
태양광,대구광역시,중구,0,0.0,0.0,0.0,2024
태양광,대전광역시,대덕구,27,2138.4,68.0,5049.76,2024
태양광,대전광역시,동구,9,644.82,68.0,5049.76,2024
태양광,대전광역시,서구,15,609.22,68.0,5049.76,2024
태양광,대전광역시,유성구,12,1526.7,68.0,5049.76,2024
태양광,대전광역시,중구,5,130.62,68.0,5049.76,2024
태양광,부산광역시,강서구,47,8809.08,75.0,11556.68,2024
태양광,부산광역시,금정구,8,776.0,75.0,11556.68,2024
태양광,부산광역시,기장군,20,1971.6,75.0,11556.68,2024
태양광,부산광역시,남구,0,0.0,0.0,0.0,2024
태양광,부산광역시,동래구,0,0.0,0.0,0.0,2024
태양광,부산광역시,부산진구,0,0.0,0.0,0.0,2024
태양광,부산광역시,북구,0,0.0,0.0,0.0,2024
태양광,부산광역시,사상구,0,0.0,0.0,0.0,2024
태양광,부산광역시,사하구,0,0.0,0.0,0.0,2024
태양광,부산광역시,수영구,0,0.0,0.0,0.0,2024
태양광,부산광역시,연제구,0,0.0,0.0,0.0,2024
태양광,부산광역시,해운대구,0,0.0,0.0,0.0,2024
태양광,서울특별시,강남구,0,0.0,0.0,0.0,2024
태양광,서울특별시,강동구,0,0.0,0.0,0.0,2024
태양광,서울특별시,강북구,0,0.0,0.0,0.0,2024
태양광,서울특별시,강서구,0,0.0,0.0,0.0,2024
태양광,서울특별시,관악구,0,0.0,0.0,0.0,2024
태양광,서울특별시,광진구,0,0.0,0.0,0.0,2024
태양광,서울특별시,금천구,0,0.0,0.0,0.0,2024
태양광,서울특별시,노원구,0,0.0,0.0,0.0,2024
태양광,서울특별시,도봉구,0,0.0,0.0,0.0,2024
태양광,서울특별시,동대문구,0,0.0,0.0,0.0,2024
태양광,서울특별시,동작구,0,0.0,0.0,0.0,2024
태양광,서울특별시,서초구,6,967.0,6.0,967.0,2024
태양광,서울특별시,성북구,0,0.0,0.0,0.0,2024
태양광,서울특별시,송파구,0,0.0,0.0,0.0,2024
태양광,서울특별시,영등포구,0,0.0,0.0,0.0,2024
태양광,서울특별시,은평구,0,0.0,0.0,0.0,2024
태양광,서울특별시,종로구,0,0.0,0.0,0.0,2024
태양광,서울특별시,중구,0,0.0,0.0,0.0,2024
태양광,서울특별시,중랑구,0,0.0,0.0,0.0,2024
태양광,세종특별자치시,0,58,3880.81,58.0,3880.81,2024
태양광,울산광역시,남구,0,0.0,0.0,0.0,2024
태양광,울산광역시,동구,0,0.0,0.0,0.0,2024
태양광,울산광역시,북구,22,1976.64,82.0,6863.89,2024
태양광,울산광역시,울주군,60,4887.25,82.0,6863.89,2024
태양광,울산광역시,중구,0,0.0,0.0,0.0,2024
태양광,인천광역시,강화군,27,886.81,53.0,2918.63,2024
태양광,인천광역시,남동구,6,240.0,53.0,2918.63,2024
태양광,인천광역시,미추홀구,0,0.0,0.0,0.0,2024
태양광,인천광역시,부평구,0,0.0,0.0,0.0,2024
태양광,인천광역시,서구,14,1129.82,53.0,2918.63,2024
태양광,인천광역시,연수구,0,0.0,0.0,0.0,2024
태양광,인천광역시,옹진군,0,0.0,0.0,0.0,2024
태양광,인천광역시,중구,6,662.0,53.0,2918.63,2024
태양광,전라남도,강진군,124,17138.96,2672.0,363064.93,2024
태양광,전라남도,고흥군,84,12878.31,2672.0,363064.93,2024
태양광,전라남도,곡성군,46,4080.21,2672.0,363064.93,2024
태양광,전라남도,광양시,94,14556.61,2672.0,363064.93,2024
태양광,전라남도,구례군,19,956.27,2672.0,363064.93,2024
태양광,전라남도,나주시,413,48894.82,2672.0,363064.93,2024
태양광,전라남도,담양군,35,1631.46,2672.0,363064.93,2024
태양광,전라남도,목포시,67,8067.09,2672.0,363064.93,2024
태양광,전라남도,무안군,45,6587.91,2672.0,363064.93,2024
태양광,전라남도,보성군,100,16707.52,2672.0,363064.93,2024
태양광,전라남도,순천시,251,40045.55,2672.0,363064.93,2024
태양광,전라남도,신안군,52,11464.72,2672.0,363064.93,2024
태양광,전라남도,여수시,109,12776.61,2672.0,363064.93,2024
태양광,전라남도,영광군,67,10470.5,2672.0,363064.93,2024
태양광,전라남도,영암군,153,17968.57,2672.0,363064.93,2024
태양광,전라남도,완도군,15,950.14,2672.0,363064.93,2024
태양광,전라남도,장성군,120,10051.05,2672.0,363064.93,2024
태양광,전라남도,장흥군,143,21155.71,2672.0,363064.93,2024
태양광,전라남도,진도군,61,6554.26,2672.0,363064.93,2024
태양광,전라남도,함평군,51,10216.36,2672.0,363064.93,2024
태양광,전라남도,해남군,306,55695.34,2672.0,363064.93,2024
태양광,전라남도,화순군,317,34216.96,2672.0,363064.93,2024
태양광,전북특별자치도,고창군,539,74179.32,4158.0,456449.2,2024
태양광,전북특별자치도,군산시,373,34023.41,4158.0,456449.2,2024
태양광,전북특별자치도,김제시,441,47049.24,4158.0,456449.2,2024
태양광,전북특별자치도,남원시,419,61061.56,4158.0,456449.2,2024
태양광,전북특별자치도,무주군,77,5885.62,4158.0,456449.2,2024
태양광,전북특별자치도,부안군,162,19555.24,4158.0,456449.2,2024
태양광,전북특별자치도,순창군,41,3323.01,4158.0,456449.2,2024
태양광,전북특별자치도,완주군,362,35179.66,4158.0,456449.2,2024
태양광,전북특별자치도,익산시,443,43302.93,4158.0,456449.2,2024
태양광,전북특별자치도,임실군,151,19110.78,4158.0,456449.2,2024
태양광,전북특별자치도,장수군,222,23345.62,4158.0,456449.2,2024
태양광,전북특별자치도,전주시 덕진구,75,4620.27,4158.0,456449.2,2024
태양광,전북특별자치도,전주시 완산구,27,1568.72,4158.0,456449.2,2024
태양광,전북특별자치도,정읍시,554,59931.18,4158.0,456449.2,2024
태양광,전북특별자치도,진안군,272,24312.64,4158.0,456449.2,2024
태양광,제주특별자치도,서귀포시,86,25337.63,214.0,45307.21,2024
태양광,제주특별자치도,제주시,128,19969.58,214.0,45307.21,2024
태양광,충청남도,계룡시,0,0.0,0.0,0.0,2024
태양광,충청남도,공주시,334,30172.72,3098.0,272245.1,2024
태양광,충청남도,금산군,295,25464.48,3098.0,272245.1,2024
태양광,충청남도,논산시,320,29331.28,3098.0,272245.1,2024
태양광,충청남도,당진시,218,17725.93,3098.0,272245.1,2024
태양광,충청남도,보령시,181,11652.94,3098.0,272245.1,2024
태양광,충청남도,부여군,162,16347.94,3098.0,272245.1,2024
태양광,충청남도,서산시,229,29050.41,3098.0,272245.1,2024
태양광,충청남도,서천군,260,20038.91,3098.0,272245.1,2024
태양광,충청남도,아산시,207,15210.56,3098.0,272245.1,2024
태양광,충청남도,예산군,190,14799.04,3098.0,272245.1,2024
태양광,충청남도,천안시 동남구,147,12350.68,3098.0,272245.1,2024
태양광,충청남도,천안시 서북구,99,7896.47,3098.0,272245.1,2024
태양광,충청남도,청양군,102,8078.49,3098.0,272245.1,2024
태양광,충청남도,태안군,203,23394.04,3098.0,272245.1,2024
태양광,충청남도,홍성군,151,10731.21,3098.0,272245.1,2024
태양광,충청북도,괴산군,204,13192.09,1720.0,138272.89,2024
태양광,충청북도,단양군,49,6770.23,1720.0,138272.89,2024
태양광,충청북도,보은군,201,16819.76,1720.0,138272.89,2024
태양광,충청북도,영동군,122,7483.35,1720.0,138272.89,2024
태양광,충청북도,옥천군,158,13007.45,1720.0,138272.89,2024
태양광,충청북도,음성군,245,28521.92,1720.0,138272.89,2024
태양광,충청북도,제천시,115,5327.86,1720.0,138272.89,2024
태양광,충청북도,증평군,24,1855.53,1720.0,138272.89,2024
태양광,충청북도,진천군,120,9939.36,1720.0,138272.89,2024
태양광,충청북도,청주시 상당구,67,3430.71,1720.0,138272.89,2024
태양광,충청북도,청주시 서원구,30,1197.05,1720.0,138272.89,2024
태양광,충청북도,청주시 청원구,172,15595.68,1720.0,138272.89,2024
태양광,충청북도,청주시 흥덕구,53,3996.95,1720.0,138272.89,2024
태양광,충청북도,충주시,160,11134.95,1720.0,138272.89,2024
소수력,강원특별자치도,화천군,0,0.0,0.0,0.0,2024
소수력,전라남도,완도군,0,0.0,0.0,0.0,2024
연료전지,광주광역시,북구,0,0.0,0.0,0.0,2024
연료전지,대구광역시,달서구,0,0.0,0.0,0.0,2024
연료전지,대전광역시,대덕구,0,0.0,0.0,0.0,2024
연료전지,서울특별시,금천구,0,0.0,0.0,0.0,2024
바이오에너지,경기도,이천시,0,0.0,0.0,0.0,2024
매립지가스(LFG),전라남도,목포시,0,0.0,0.0,0.0,2024
조력,전라남도,진도군,0,0.0,0.0,0.0,2024
바이오에너지,충청남도,청양군,0,0.0,0.0,0.0,2024
태양광,강원특별자치도,강릉시,58,3919.0,1140.0,100597.9,2023
태양광,강원특별자치도,고성군,98,7910.38,1140.0,100597.9,2023
태양광,강원특별자치도,동해시,12,1939.52,1140.0,100597.9,2023
태양광,강원특별자치도,삼척시,62,11195.11,1140.0,100597.9,2023
태양광,강원특별자치도,속초시,8,371.65,1140.0,100597.9,2023
태양광,강원특별자치도,양구군,34,2087.09,1140.0,100597.9,2023
태양광,강원특별자치도,양양군,9,623.08,1140.0,100597.9,2023
태양광,강원특별자치도,영월군,62,8815.9,1140.0,100597.9,2023
태양광,강원특별자치도,원주시,153,9797.08,1140.0,100597.9,2023
태양광,강원특별자치도,인제군,72,5184.42,1140.0,100597.9,2023
태양광,강원특별자치도,정선군,43,3064.92,1140.0,100597.9,2023
태양광,강원특별자치도,철원군,66,6153.0,1140.0,100597.9,2023
태양광,강원특별자치도,춘천시,70,4120.19,1140.0,100597.9,2023
태양광,강원특별자치도,태백시,0,0.0,0.0,0.0,2023
태양광,강원특별자치도,평창군,74,13623.03,1140.0,100597.9,2023
태양광,강원특별자치도,홍천군,204,12211.1,1140.0,100597.9,2023
태양광,강원특별자치도,화천군,33,3406.85,1140.0,100597.9,2023
태양광,강원특별자치도,횡성군,82,6175.58,1140.0,100597.9,2023
태양광,경기도,가평군,24,2004.29,2054.0,197811.02,2023
태양광,경기도,고양시 덕양구,11,818.02,2054.0,197811.02,2023
태양광,경기도,고양시 일산동구,27,3078.26,2054.0,197811.02,2023
태양광,경기도,고양시 일산서구,0,0.0,0.0,0.0,2023
태양광,경기도,광명시,0,0.0,0.0,0.0,2023
태양광,경기도,광주시,76,6094.98,2054.0,197811.02,2023
태양광,경기도,구리시,0,0.0,0.0,0.0,2023
태양광,경기도,군포시,0,0.0,0.0,0.0,2023
태양광,경기도,김포시,188,14629.49,2054.0,197811.02,2023
태양광,경기도,남양주시,34,2837.69,2054.0,197811.02,2023
태양광,경기도,동두천시,0,0.0,0.0,0.0,2023
태양광,경기도,부천시 오정구,0,0.0,0.0,0.0,2023
태양광,경기도,부천시 원미구,0,0.0,0.0,0.0,2023
태양광,경기도,성남시 수정구,0,0.0,0.0,0.0,2023
태양광,경기도,수원시 권선구,0,0.0,0.0,0.0,2023
태양광,경기도,수원시 영통구,0,0.0,0.0,0.0,2023
태양광,경기도,수원시 장안구,0,0.0,0.0,0.0,2023
태양광,경기도,수원시 팔달구,0,0.0,0.0,0.0,2023
태양광,경기도,시흥시,59,8981.14,2054.0,197811.02,2023
태양광,경기도,안산시 단원구,50,5935.51,2054.0,197811.02,2023
태양광,경기도,안산시 상록구,0,0.0,0.0,0.0,2023
태양광,경기도,안성시,310,26903.85,2054.0,197811.02,2023
태양광,경기도,안양시 만안구,0,0.0,0.0,0.0,2023
태양광,경기도,양주시,44,3964.02,2054.0,197811.02,2023
태양광,경기도,양평군,69,3428.85,2054.0,197811.02,2023
태양광,경기도,여주시,181,15288.64,2054.0,197811.02,2023
태양광,경기도,연천군,126,20302.2,2054.0,197811.02,2023
태양광,경기도,오산시,6,837.06,2054.0,197811.02,2023
태양광,경기도,용인시 기흥구,0,0.0,0.0,0.0,2023
태양광,경기도,용인시 수지구,0,0.0,0.0,0.0,2023
태양광,경기도,용인시 처인구,51,3851.73,2054.0,197811.02,2023
태양광,경기도,의왕시,0,0.0,0.0,0.0,2023
태양광,경기도,의정부시,0,0.0,0.0,0.0,2023
태양광,경기도,이천시,119,9875.24,2054.0,197811.02,2023
태양광,경기도,파주시,132,17125.84,2054.0,197811.02,2023
태양광,경기도,평택시,106,9137.95,2054.0,197811.02,2023
태양광,경기도,포천시,167,14654.99,2054.0,197811.02,2023
태양광,경기도,하남시,5,602.41,2054.0,197811.02,2023
태양광,경기도,화성시,269,27458.86,2054.0,197811.02,2023
태양광,경상남도,거제시,30,1202.64,2016.0,159971.28,2023
태양광,경상남도,거창군,79,1765.6,2016.0,159971.28,2023
태양광,경상남도,고성군,71,2758.36,2016.0,159971.28,2023
태양광,경상남도,김해시,146,19073.81,2016.0,159971.28,2023
태양광,경상남도,남해군,214,10014.63,2016.0,159971.28,2023
태양광,경상남도,밀양시,173,15482.08,2016.0,159971.28,2023
태양광,경상남도,사천시,165,11624.2,2016.0,159971.28,2023
태양광,경상남도,산청군,73,4593.96,2016.0,159971.28,2023
태양광,경상남도,양산시,35,4319.2,2016.0,159971.28,2023
태양광,경상남도,의령군,72,5007.42,2016.0,159971.28,2023
태양광,경상남도,진주시,125,11781.06,2016.0,159971.28,2023
태양광,경상남도,창녕군,100,11539.78,2016.0,159971.28,2023
태양광,경상남도,창원시 마산합포구,23,2167.42,2016.0,159971.28,2023
태양광,경상남도,창원시 마산회원구,17,2420.18,2016.0,159971.28,2023
태양광,경상남도,창원시 성산구,19,3164.82,2016.0,159971.28,2023
태양광,경상남도,창원시 의창구,27,2773.03,2016.0,159971.28,2023
태양광,경상남도,통영시,13,433.07,2016.0,159971.28,2023
태양광,경상남도,하동군,166,6337.93,2016.0,159971.28,2023
태양광,경상남도,함안군,94,11356.22,2016.0,159971.28,2023
태양광,경상남도,함양군,175,14245.52,2016.0,159971.28,2023
태양광,경상남도,합천군,199,17910.35,2016.0,159971.28,2023
태양광,경상북도,경산시,242,27681.69,4334.0,401669.08,2023
태양광,경상북도,경주시,201,21549.01,4334.0,401669.08,2023
태양광,경상북도,고령군,101,7544.11,4334.0,401669.08,2023
태양광,경상북도,구미시,191,15998.88,4334.0,401669.08,2023
태양광,경상북도,김천시,445,36551.8,4334.0,401669.08,2023
태양광,경상북도,문경시,151,11017.29,4334.0,401669.08,2023
태양광,경상북도,봉화군,154,17522.57,4334.0,401669.08,2023
태양광,경상북도,상주시,503,52293.42,4334.0,401669.08,2023
태양광,경상북도,성주군,140,8181.63,4334.0,401669.08,2023
태양광,경상북도,안동시,426,34275.22,4334.0,401669.08,2023
태양광,경상북도,영덕군,152,20078.35,4334.0,401669.08,2023
태양광,경상북도,영양군,168,29153.17,4334.0,401669.08,2023
태양광,경상북도,영주시,236,15643.13,4334.0,401669.08,2023
태양광,경상북도,영천시,282,22778.13,4334.0,401669.08,2023
태양광,경상북도,예천군,240,17797.98,4334.0,401669.08,2023
태양광,경상북도,울진군,15,2683.2,4334.0,401669.08,2023
태양광,경상북도,의성군,219,23928.86,4334.0,401669.08,2023
태양광,경상북도,청도군,100,6653.35,4334.0,401669.08,2023
태양광,경상북도,청송군,57,1779.01,4334.0,401669.08,2023
태양광,경상북도,칠곡군,200,18380.06,4334.0,401669.08,2023
태양광,경상북도,포항시 남구,21,2834.81,4334.0,401669.08,2023
태양광,경상북도,포항시 북구,90,7343.41,4334.0,401669.08,2023
태양광,광주광역시,광산구,173,24730.4,219.0,29495.12,2023
태양광,광주광역시,남구,6,821.67,219.0,29495.12,2023
태양광,광주광역시,동구,0,0.0,0.0,0.0,2023
태양광,광주광역시,북구,27,3331.42,219.0,29495.12,2023
태양광,광주광역시,서구,13,611.63,219.0,29495.12,2023
태양광,대구광역시,군위군,85,6442.48,423.0,39737.41,2023
태양광,대구광역시,남구,0,0.0,0.0,0.0,2023
태양광,대구광역시,달서구,89,9450.21,423.0,39737.41,2023
태양광,대구광역시,달성군,130,15005.99,423.0,39737.41,2023
태양광,대구광역시,동구,21,2110.84,423.0,39737.41,2023
태양광,대구광역시,북구,57,3991.12,423.0,39737.41,2023
태양광,대구광역시,서구,33,2215.32,423.0,39737.41,2023
태양광,대구광역시,수성구,8,521.45,423.0,39737.41,2023
태양광,대구광역시,중구,0,0.0,0.0,0.0,2023
태양광,대전광역시,대덕구,38,2838.18,100.0,6574.73,2023
태양광,대전광역시,동구,14,1442.71,100.0,6574.73,2023
태양광,대전광역시,서구,9,528.52,100.0,6574.73,2023
태양광,대전광역시,유성구,27,1474.39,100.0,6574.73,2023
태양광,대전광역시,중구,12,290.93,100.0,6574.73,2023
태양광,부산광역시,강서구,106,13569.16,152.0,18280.64,2023
태양광,부산광역시,금정구,0,0.0,0.0,0.0,2023
태양광,부산광역시,기장군,32,3245.96,152.0,18280.64,2023
태양광,부산광역시,남구,0,0.0,0.0,0.0,2023
태양광,부산광역시,동구,0,0.0,0.0,0.0,2023
태양광,부산광역시,동래구,0,0.0,0.0,0.0,2023
태양광,부산광역시,부산진구,0,0.0,0.0,0.0,2023
태양광,부산광역시,북구,0,0.0,0.0,0.0,2023
태양광,부산광역시,사상구,0,0.0,0.0,0.0,2023
태양광,부산광역시,사하구,14,1465.52,152.0,18280.64,2023
태양광,부산광역시,영도구,0,0.0,0.0,0.0,2023
태양광,부산광역시,해운대구,0,0.0,0.0,0.0,2023
태양광,서울특별시,강북구,0,0.0,0.0,0.0,2023
태양광,서울특별시,구로구,0,0.0,0.0,0.0,2023
태양광,서울특별시,금천구,0,0.0,0.0,0.0,2023
태양광,서울특별시,도봉구,0,0.0,0.0,0.0,2023
태양광,서울특별시,동대문구,0,0.0,0.0,0.0,2023
태양광,서울특별시,서대문구,0,0.0,0.0,0.0,2023
태양광,서울특별시,성동구,0,0.0,0.0,0.0,2023
태양광,서울특별시,성북구,0,0.0,0.0,0.0,2023
태양광,서울특별시,송파구,0,0.0,0.0,0.0,2023
태양광,서울특별시,은평구,0,0.0,0.0,0.0,2023
태양광,세종특별자치시,0,51,4980.24,51.0,4980.24,2023
태양광,울산광역시,남구,0,0.0,0.0,0.0,2023
태양광,울산광역시,동구,0,0.0,0.0,0.0,2023
태양광,울산광역시,북구,5,954.72,57.0,6001.38,2023
태양광,울산광역시,울주군,52,5046.66,57.0,6001.38,2023
태양광,울산광역시,중구,0,0.0,0.0,0.0,2023
태양광,인천광역시,강화군,44,4140.25,116.0,13085.74,2023
태양광,인천광역시,계양구,0,0.0,0.0,0.0,2023
태양광,인천광역시,남동구,13,1164.19,116.0,13085.74,2023
태양광,인천광역시,미추홀구,0,0.0,0.0,0.0,2023
태양광,인천광역시,부평구,0,0.0,0.0,0.0,2023
태양광,인천광역시,서구,49,6621.68,116.0,13085.74,2023
태양광,인천광역시,옹진군,0,0.0,0.0,0.0,2023
태양광,인천광역시,중구,10,1159.62,116.0,13085.74,2023
태양광,전라남도,강진군,109,7606.67,3410.0,339985.8,2023
태양광,전라남도,고흥군,137,8136.08,3410.0,339985.8,2023
태양광,전라남도,곡성군,96,10993.43,3410.0,339985.8,2023
태양광,전라남도,광양시,147,12841.41,3410.0,339985.8,2023
태양광,전라남도,구례군,47,1651.82,3410.0,339985.8,2023
태양광,전라남도,나주시,488,68866.78,3410.0,339985.8,2023
태양광,전라남도,담양군,169,13322.96,3410.0,339985.8,2023
태양광,전라남도,목포시,76,8530.11,3410.0,339985.8,2023
태양광,전라남도,무안군,79,6237.27,3410.0,339985.8,2023
태양광,전라남도,보성군,236,19814.11,3410.0,339985.8,2023
태양광,전라남도,순천시,247,27673.38,3410.0,339985.8,2023
태양광,전라남도,신안군,36,13373.28,3410.0,339985.8,2023
태양광,전라남도,여수시,66,7825.71,3410.0,339985.8,2023
태양광,전라남도,영광군,151,17190.65,3410.0,339985.8,2023
태양광,전라남도,영암군,243,30006.56,3410.0,339985.8,2023
태양광,전라남도,완도군,30,1220.84,3410.0,339985.8,2023
태양광,전라남도,장성군,123,11161.54,3410.0,339985.8,2023
태양광,전라남도,장흥군,281,17731.79,3410.0,339985.8,2023
태양광,전라남도,진도군,162,15937.77,3410.0,339985.8,2023
태양광,전라남도,함평군,143,13834.21,3410.0,339985.8,2023
태양광,전라남도,해남군,132,5315.42,3410.0,339985.8,2023
태양광,전라남도,화순군,212,20714.01,3410.0,339985.8,2023
태양광,전북특별자치도,고창군,214,18436.69,3564.0,307391.57,2023
태양광,전북특별자치도,군산시,238,19188.58,3564.0,307391.57,2023
태양광,전북특별자치도,김제시,439,46419.74,3564.0,307391.57,2023
